date,state,district,pincode,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_population,Trend_Slope,Trend_R²,Trend_Direction
2025-11-28,Ladakh,Leh,194104,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-11-29,Ladakh,Kargil,194301,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-01,Ladakh,Kargil,194103,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-02,Ladakh,Kargil,194105,2.0,0.0,0.0,5.0,6.0,2.0,0.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-03,Ladakh,Kargil,194102,2.0,0.0,0.0,5.0,6.0,3.0,6.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-04,Ladakh,Kargil,194302,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-05,Ladakh,Leh,194106,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-06,Ladakh,Leh,194201,2.0,0.0,0.0,5.0,6.0,2.0,5.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-07,Ladakh,Leh,194101,2.0,0.0,0.0,5.0,6.0,5.0,9.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-08,Ladakh,Leh,194101,2.0,0.0,0.0,5.0,6.0,2.0,8.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-09,Ladakh,Kargil,194403,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-10,Ladakh,Kargil,194103,2.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-11,Ladakh,Leh,194104,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-12,Ladakh,Kargil,194403,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-13,Ladakh,Kargil,194109,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-14,Ladakh,Kargil,194301,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-15,Ladakh,Kargil,194105,2.0,0.0,0.0,5.0,6.0,3.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-16,Ladakh,Leh,194104,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-18,Ladakh,Kargil,194403,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-19,Ladakh,Leh,194401,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-20,Ladakh,Leh,194104,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-21,Ladakh,Kargil,194109,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-22,Ladakh,Kargil,194103,2.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-23,Ladakh,Kargil,194105,2.0,0.0,0.0,5.0,6.0,3.0,5.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-24,Ladakh,Leh,194204,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-25,Ladakh,Kargil,194301,2.0,0.0,0.0,5.0,6.0,2.0,7.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-26,Ladakh,Kargil,194301,2.0,0.0,0.0,5.0,6.0,4.0,6.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-27,Ladakh,Leh,194101,2.0,0.0,0.0,5.0,6.0,1.0,7.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-28,Ladakh,Leh,194106,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-29,Ladakh,Leh,194106,0.0,0.0,1.0,5.0,6.0,1.0,6.0,1.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-12-31,Ladakh,Leh,194101,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0005940594059405942,0.0790172063836635,Increasing
2025-03-01,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,51.0,78.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-04-01,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,16.0,20.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-05-01,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,17.0,23.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-06-01,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,49.0,60.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-07-01,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,30.0,123.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-01,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-02,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-03,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-04,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-06,Lakshadweep,Lakshadweep,682551,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-07,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-08,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-09,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-10,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-11,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-12,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-13,Lakshadweep,Lakshadweep,682552,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-14,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-15,Lakshadweep,Lakshadweep,682553,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-16,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-17,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-18,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-19,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-20,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-22,Lakshadweep,Lakshadweep,682557,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-23,Lakshadweep,Lakshadweep,682559,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-24,Lakshadweep,Lakshadweep,682559,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-09-25,Lakshadweep,Lakshadweep,682559,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-13,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-15,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-16,Lakshadweep,Lakshadweep,682556,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-17,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-18,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-19,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-20,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-21,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-23,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-24,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,7.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-25,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-26,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-27,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-28,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-29,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-30,Lakshadweep,Lakshadweep,682555,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-10-31,Lakshadweep,Lakshadweep,682554,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-01,Lakshadweep,Lakshadweep,682559,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-02,Lakshadweep,Lakshadweep,682552,1.0,2.0,0.0,5.0,6.0,1.0,6.0,3.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-03,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-04,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-05,Lakshadweep,Lakshadweep,682554,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-06,Lakshadweep,Lakshadweep,682558,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-07,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-08,Lakshadweep,Lakshadweep,682555,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-09,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,5.0,6.0,2.0,0.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-10,Lakshadweep,Lakshadweep,682556,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-11,Lakshadweep,Lakshadweep,682552,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-12,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-13,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-14,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-15,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-16,Lakshadweep,Lakshadweep,682556,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-17,Lakshadweep,Lakshadweep,682554,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-18,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-19,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-25,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-26,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-27,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-28,Lakshadweep,Lakshadweep,682554,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-11-29,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-02,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-03,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-04,Lakshadweep,Lakshadweep,682554,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-05,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,3.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-06,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-07,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-08,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-09,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-10,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-11,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-12,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-13,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-14,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-15,Lakshadweep,Lakshadweep,682557,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-16,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-18,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-19,Lakshadweep,Lakshadweep,682553,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-20,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-21,Lakshadweep,Lakshadweep,682559,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-22,Lakshadweep,Lakshadweep,682551,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-23,Lakshadweep,Lakshadweep,682559,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-24,Lakshadweep,Lakshadweep,682558,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-25,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-26,Lakshadweep,Lakshadweep,682556,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-27,Lakshadweep,Lakshadweep,682551,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-28,Lakshadweep,Lakshadweep,682555,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-29,Lakshadweep,Lakshadweep,682558,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-12-31,Lakshadweep,Lakshadweep,682552,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.0006048811277088157,0.04362817896950144,Increasing
2025-03-01,Madhya Pradesh,Shajapur,465339,2.0,0.0,0.0,234.0,153.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-03-09,Madhya Pradesh,Bhind,477116,37.0,18.0,11.0,5.0,6.0,1.0,6.0,66.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-03-20,Madhya Pradesh,Gwalior,474001,73.0,25.0,18.0,5.0,6.0,1.0,6.0,116.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-03-23,Madhya Pradesh,Gwalior,474001,10.0,21.0,16.0,5.0,6.0,1.0,6.0,47.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-03-27,Madhya Pradesh,Gwalior,475110,54.0,26.0,14.0,5.0,6.0,1.0,6.0,94.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-04-01,Madhya Pradesh,Neemuch,458441,2.0,0.0,0.0,5.0,6.0,224.0,1260.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-05-01,Madhya Pradesh,Mandla,481663,2.0,0.0,0.0,5.0,6.0,102.0,325.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-06-01,Madhya Pradesh,Singrauli,486889,2.0,0.0,0.0,477.0,277.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-07-01,Madhya Pradesh,Betul,460665,2.0,0.0,0.0,174.0,226.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-01,Madhya Pradesh,Bhopal,462030,2.0,0.0,0.0,5.0,6.0,1.0,20.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-02,Madhya Pradesh,Jhabua,457779,2.0,0.0,0.0,5.0,6.0,2.0,50.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-03,Madhya Pradesh,Khandwa,450116,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-04,Madhya Pradesh,Bhopal,462003,2.0,0.0,0.0,5.0,6.0,5.0,15.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-05,Madhya Pradesh,Hoshangabad,461775,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-06,Madhya Pradesh,Mandsaur,458895,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-07,Madhya Pradesh,Pandhurna,480338,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-08,Madhya Pradesh,Shahdol,484110,2.0,0.0,0.0,5.0,6.0,4.0,64.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-09,Madhya Pradesh,Shajapur,465230,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-10,Madhya Pradesh,East Nimar,450771,2.0,0.0,0.0,5.0,6.0,3.0,2.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-11,Madhya Pradesh,Betul,460443,2.0,0.0,0.0,21.0,35.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-12,Madhya Pradesh,Barwani,451556,2.0,0.0,0.0,34.0,11.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-13,Madhya Pradesh,Sagar,470113,2.0,0.0,0.0,46.0,46.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-14,Madhya Pradesh,Panna,488222,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-15,Madhya Pradesh,Alirajpur,457885,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-16,Madhya Pradesh,Guna,473226,2.0,0.0,0.0,14.0,4.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-17,Madhya Pradesh,Indore,453332,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-18,Madhya Pradesh,Gwalior,474010,2.0,0.0,0.0,5.0,6.0,1.0,19.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-19,Madhya Pradesh,Narsinghpur,487661,2.0,0.0,0.0,10.0,10.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-20,Madhya Pradesh,Guna,473001,2.0,0.0,0.0,5.0,6.0,11.0,43.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-21,Madhya Pradesh,Neemuch,458226,1.0,2.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-22,Madhya Pradesh,Jabalpur,482001,14.0,4.0,0.0,5.0,6.0,1.0,6.0,18.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-23,Madhya Pradesh,Bhopal,462011,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-24,Madhya Pradesh,Balaghat,481445,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-25,Madhya Pradesh,Katni,483504,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-26,Madhya Pradesh,Damoh,470880,3.0,2.0,0.0,5.0,6.0,1.0,6.0,5.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-27,Madhya Pradesh,Chhatarpur,471202,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-28,Madhya Pradesh,Betul,460330,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-29,Madhya Pradesh,Mandla,481771,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-09-30,Madhya Pradesh,Rewa,486338,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-10-13,Madhya Pradesh,Bhind,477447,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-10-15,Madhya Pradesh,Chhatarpur,471501,2.0,0.0,0.0,5.0,6.0,2.0,16.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-10-16,Madhya Pradesh,Chhindwara,480441,12.0,0.0,0.0,5.0,6.0,1.0,6.0,12.0,-0.11977999684421703,0.2684726801222994,Decreasing
2025-10-17,Madhya Pradesh,Rewa,486333,2.0,0.0,0.0,5.0,6.0,2.0,15.0,2.0,-0.11977999684421703,0.2684726801222994,Decreasing
